,pkey,com,dom,gn,fap,pl,gl
374,IPC2000-elevator-mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,IPC2000,elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,5,7,6
375,IPC2000-elevator-mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,IPC2000,elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,5,7,6
376,IPC2000-elevator-mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,IPC2000,elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,5,7,6
377,IPC2000-elevator-mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,IPC2000,elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,5,7,6
378,IPC2000-elevator-mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,IPC2000,elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,5,7,6
379,IPC2000-elevator-mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,IPC2000,elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,5,7,6
380,IPC2000-elevator-mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,IPC2000,elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,7,6
381,IPC2000-elevator-mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,IPC2000,elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,7,6
382,IPC2000-elevator-mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,IPC2000,elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,10
383,IPC2000-elevator-mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,IPC2000,elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,10
384,IPC2000-elevator-mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,IPC2000,elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,10
385,IPC2000-elevator-mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,IPC2000,elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,10
386,IPC2000-elevator-mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,IPC2000,elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,10
387,IPC2000-elevator-mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,IPC2000,elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,10
388,IPC2000-elevator-mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,IPC2000,elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,10
389,IPC2000-elevator-mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,IPC2000,elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,10
390,IPC2000-elevator-mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,IPC2000,elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,10
391,IPC2000-elevator-mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,IPC2000,elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,10
392,IPC2000-elevator-mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,IPC2000,elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,10
393,IPC2000-elevator-mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,IPC2000,elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,10
394,IPC2000-elevator-mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,IPC2000,elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,10
395,IPC2000-elevator-mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,IPC2000,elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,10
396,IPC2000-elevator-mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,IPC2000,elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,10
397,IPC2000-elevator-mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,IPC2000,elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,10
398,IPC2000-elevator-mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,IPC2000,elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,10
399,IPC2000-elevator-mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,IPC2000,elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,10
400,IPC2000-elevator-mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,IPC2000,elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,10
401,IPC2000-elevator-mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,IPC2000,elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,10
402,IPC2000-elevator-mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,IPC2000,elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,10
403,IPC2000-elevator-mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,IPC2000,elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,10
404,IPC2000-elevator-mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,IPC2000,elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,10
405,IPC2000-elevator-mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,IPC2000,elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,10
406,IPC2000-elevator-mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,IPC2000,elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,10
407,IPC2000-elevator-mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,IPC2000,elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,10
408,IPC2000-elevator-mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,IPC2000,elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,10
409,IPC2000-elevator-mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,IPC2000,elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,10
410,IPC2000-elevator-mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,IPC2000,elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,10
411,IPC2000-elevator-mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,IPC2000,elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,10
412,IPC2000-elevator-mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,IPC2000,elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
413,IPC2000-elevator-mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,IPC2000,elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
414,IPC2000-elevator-mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,IPC2000,elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
415,IPC2000-elevator-mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,IPC2000,elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
416,IPC2000-elevator-mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,IPC2000,elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
417,IPC2000-elevator-mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,IPC2000,elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
418,IPC2000-elevator-mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,IPC2000,elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
419,IPC2000-elevator-mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,IPC2000,elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
420,IPC2000-elevator-mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,IPC2000,elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
421,IPC2000-elevator-mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,IPC2000,elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
422,IPC2000-elevator-mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,IPC2000,elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
423,IPC2000-elevator-mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,IPC2000,elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
424,IPC2000-elevator-mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,IPC2000,elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
425,IPC2000-elevator-mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,IPC2000,elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
426,IPC2000-elevator-mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,IPC2000,elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
427,IPC2000-elevator-mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,IPC2000,elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
428,IPC2000-elevator-mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,IPC2000,elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
429,IPC2000-elevator-mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,IPC2000,elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
430,IPC2000-elevator-mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,IPC2000,elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
431,IPC2000-elevator-mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,IPC2000,elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
432,IPC2000-elevator-mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,IPC2000,elevator,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
433,IPC2000-elevator-mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,IPC2000,elevator,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
434,IPC2000-elevator-mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,IPC2000,elevator,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
435,IPC2000-elevator-mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,IPC2000,elevator,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
436,IPC2000-elevator-mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,IPC2000,elevator,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
437,IPC2000-elevator-mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,IPC2000,elevator,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
438,IPC2000-elevator-mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,IPC2000,elevator,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
439,IPC2000-elevator-mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,IPC2000,elevator,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
440,IPC2000-elevator-mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,IPC2000,elevator,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
441,IPC2000-elevator-mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,IPC2000,elevator,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
442,IPC2000-elevator-mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,IPC2000,elevator,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
443,IPC2000-elevator-mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,IPC2000,elevator,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
444,IPC2000-elevator-mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,IPC2000,elevator,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
445,IPC2000-elevator-mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,IPC2000,elevator,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
446,IPC2000-elevator-mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,IPC2000,elevator,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
447,IPC2000-elevator-mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,IPC2000,elevator,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
448,IPC2000-elevator-mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,IPC2000,elevator,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
449,IPC2000-elevator-mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,IPC2000,elevator,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
450,IPC2000-elevator-mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,IPC2000,elevator,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
451,IPC2000-elevator-mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,IPC2000,elevator,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
452,IPC2000-elevator-mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,IPC2000,elevator,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
453,IPC2000-elevator-mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,IPC2000,elevator,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
454,IPC2000-elevator-mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,IPC2000,elevator,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
455,IPC2000-elevator-mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,IPC2000,elevator,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
456,IPC2000-elevator-mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,IPC2000,elevator,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
457,IPC2000-elevator-mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,IPC2000,elevator,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
458,IPC2000-elevator-mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,IPC2000,elevator,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
459,IPC2000-elevator-mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,IPC2000,elevator,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
460,IPC2000-elevator-mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,IPC2000,elevator,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
461,IPC2000-elevator-mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,IPC2000,elevator,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
462,IPC2000-elevator-mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,IPC2000,elevator,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
463,IPC2000-elevator-mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,IPC2000,elevator,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
464,IPC2000-elevator-mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,IPC2000,elevator,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
465,IPC2000-elevator-mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,IPC2000,elevator,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
466,IPC2000-elevator-mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,IPC2000,elevator,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
467,IPC2000-elevator-mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,IPC2000,elevator,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
468,IPC2000-elevator-mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,IPC2000,elevator,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
469,IPC2000-elevator-mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,IPC2000,elevator,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
470,IPC2000-elevator-mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,IPC2000,elevator,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
471,IPC2000-elevator-mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,IPC2000,elevator,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
472,IPC2000-elevator-mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,IPC2000,elevator,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
473,IPC2000-elevator-mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,IPC2000,elevator,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
474,IPC2000-elevator-mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,IPC2000,elevator,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
475,IPC2000-elevator-mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,IPC2000,elevator,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
476,IPC2000-elevator-mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,IPC2000,elevator,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
477,IPC2000-elevator-mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,IPC2000,elevator,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
478,IPC2000-elevator-mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,IPC2000,elevator,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
479,IPC2000-elevator-mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,IPC2000,elevator,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
480,IPC2000-elevator-mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,IPC2000,elevator,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
481,IPC2000-elevator-mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,IPC2000,elevator,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
482,IPC2000-elevator-mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,IPC2000,elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,10,8
483,IPC2000-elevator-mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,IPC2000,elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,10,8
484,IPC2000-elevator-mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,IPC2000,elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,11,10
485,IPC2000-elevator-mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,IPC2000,elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,11,10
486,IPC2000-elevator-mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,IPC2000,elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,5,10,8
487,IPC2000-elevator-mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,IPC2000,elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,5,10,8
488,IPC2000-elevator-mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,IPC2000,elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,10,9
489,IPC2000-elevator-mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,IPC2000,elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,10,9
490,IPC2000-elevator-mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,IPC2000,elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,5,10,8
491,IPC2000-elevator-mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,IPC2000,elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,5,10,8
492,IPC2000-elevator-mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,IPC2000,elevator,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
493,IPC2000-elevator-mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,IPC2000,elevator,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
494,IPC2000-elevator-mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,IPC2000,elevator,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
495,IPC2000-elevator-mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,IPC2000,elevator,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
496,IPC2000-elevator-mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,IPC2000,elevator,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
497,IPC2000-elevator-mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,IPC2000,elevator,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
498,IPC2000-elevator-mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,IPC2000,elevator,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
499,IPC2000-elevator-mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,IPC2000,elevator,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
500,IPC2000-elevator-mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,IPC2000,elevator,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
501,IPC2000-elevator-mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,IPC2000,elevator,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
502,IPC2000-elevator-mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,IPC2000,elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,14,12
