Comp,Dom,gn
IPC00, FreeCell,probfreecell-13-5
IPC00, FreeCell,probfreecell-13-1
IPC00, FreeCell,probfreecell-6-4
IPC00, FreeCell,probfreecell-8-5
IPC00, FreeCell,probfreecell-9-1
IPC00, FreeCell,probfreecell-10-5
IPC00, FreeCell,probfreecell-6-2
IPC00, FreeCell,probfreecell-11-2
IPC00, FreeCell,probfreecell-9-3
IPC00, FreeCell,probfreecell-12-5
IPC00, FreeCell,probfreecell-10-4
IPC00, FreeCell,probfreecell-7-2
IPC00, FreeCell,probfreecell-4-2
IPC00, FreeCell,probfreecell-7-5
IPC00, FreeCell,probfreecell-5-3
IPC00, FreeCell,probfreecell-9-4
IPC00, FreeCell,probfreecell-2-2
IPC00, FreeCell,probfreecell-4-5
IPC00, FreeCell,probfreecell-12-2
IPC00, FreeCell,probfreecell-7-1
IPC00, FreeCell,probfreecell-2-1
IPC00, FreeCell,probfreecell-11-1
IPC00, FreeCell,probfreecell-5-1
IPC00, FreeCell,probfreecell-2-3
IPC00, FreeCell,probfreecell-7-4
IPC00, FreeCell,probfreecell-12-3
IPC00, FreeCell,probfreecell-9-5
IPC00, FreeCell,probfreecell-11-3
IPC00, FreeCell,probfreecell-8-4
IPC00, FreeCell,probfreecell-5-4
IPC00, FreeCell,probfreecell-3-5
IPC00, FreeCell,probfreecell-6-5
IPC00, FreeCell,probfreecell-2-4
IPC00, FreeCell,probfreecell-11-4
IPC00, FreeCell,probfreecell-9-2
IPC00, FreeCell,probfreecell-4-3
IPC00, FreeCell,probfreecell-10-1
IPC00, FreeCell,probfreecell-11-5
IPC00, FreeCell,probfreecell-7-3
IPC00, FreeCell,probfreecell-13-4
IPC00, FreeCell,probfreecell-3-2
IPC00, FreeCell,probfreecell-13-3
IPC00, FreeCell,probfreecell-10-3
IPC00, FreeCell,probfreecell-3-1
IPC00, FreeCell,probfreecell-4-4
IPC00, FreeCell,probfreecell-5-2
IPC00, FreeCell,probfreecell-12-4
IPC00, FreeCell,probfreecell-3-4
IPC00, FreeCell,probfreecell-4-1
IPC00, FreeCell,probfreecell-3-3
IPC00, FreeCell,probfreecell-8-3
IPC00, FreeCell,probfreecell-8-1
IPC00, FreeCell,probfreecell-12-1
IPC00, FreeCell,probfreecell-6-1
IPC00, FreeCell,probfreecell-10-2
IPC00, FreeCell,probfreecell-5-5
IPC00, FreeCell,probfreecell-8-2
IPC00, FreeCell,probfreecell-2-5
IPC00, FreeCell,probfreecell-13-2
IPC00, FreeCell,probfreecell-6-3
IPC00, FreeCell,probfreecell-13-5
IPC00, FreeCell,probfreecell-13-1
IPC00, FreeCell,probfreecell-6-4
IPC00, FreeCell,probfreecell-8-5
IPC00, FreeCell,probfreecell-9-1
IPC00, FreeCell,probfreecell-10-5
IPC00, FreeCell,probfreecell-6-2
IPC00, FreeCell,probfreecell-11-2
IPC00, FreeCell,probfreecell-9-3
IPC00, FreeCell,probfreecell-12-5
IPC00, FreeCell,probfreecell-10-4
IPC00, FreeCell,probfreecell-7-2
IPC00, FreeCell,probfreecell-4-2
IPC00, FreeCell,probfreecell-7-5
IPC00, FreeCell,probfreecell-5-3
IPC00, FreeCell,probfreecell-9-4
IPC00, FreeCell,probfreecell-2-2
IPC00, FreeCell,probfreecell-4-5
IPC00, FreeCell,probfreecell-12-2
IPC00, Blocks,probBLOCKS-4-2
IPC00, Blocks,probBLOCKS-13-0
IPC00, Blocks,probBLOCKS-4-1
IPC00, Blocks,probBLOCKS-7-0
IPC00, Blocks,probBLOCKS-16-2
IPC00, Blocks,probBLOCKS-8-2
IPC00, Blocks,probBLOCKS-6-2
IPC00, Blocks,probBLOCKS-9-2
IPC00, Blocks,probBLOCKS-10-0
IPC00, Blocks,probBLOCKS-6-0
IPC00, Blocks,probBLOCKS-7-2
IPC00, Blocks,probBLOCKS-15-0
IPC00, Blocks,probBLOCKS-11-0
IPC00, Blocks,probBLOCKS-9-1
IPC00, Blocks,probBLOCKS-6-1
IPC00, Blocks,probBLOCKS-10-1
IPC00, Blocks,probBLOCKS-9-0
IPC00, Blocks,probBLOCKS-13-1
IPC00, Blocks,probBLOCKS-5-0
IPC00, Blocks,probBLOCKS-16-1
IPC00, Blocks,probblocks-44-0
IPC00, Blocks,probblocks-24-1
IPC00, Blocks,probblocks-40-1
IPC00, Blocks,probblocks-36-0
IPC00, Blocks,probblocks-31-0
IPC00, Blocks,probblocks-36-1
IPC00, Blocks,probblocks-27-1
IPC00, Blocks,probblocks-18-0
IPC00, Blocks,probblocks-37-0
IPC00, Blocks,probblocks-19-1
IPC00, Blocks,probblocks-35-1
IPC00, Blocks,probblocks-29-0
IPC00, Blocks,probblocks-41-1
IPC00, Blocks,probblocks-25-0
IPC00, Blocks,probblocks-39-0
IPC00, Blocks,probblocks-26-0
IPC00, Blocks,probblocks-23-1
IPC00, Blocks,probblocks-44-1
IPC00, Blocks,probblocks-27-0
IPC00, Blocks,probblocks-32-1
IPC00, Blocks,probblocks-20-1
IPC00, Blocks,probblocks-19-0
IPC00, Blocks,probblocks-31-1
IPC00, Blocks,probblocks-34-0
IPC00, Blocks,probblocks-20-0
IPC00, Blocks,probblocks-33-1
IPC00, Blocks,probblocks-26-1
IPC00, Blocks,probblocks-21-1
IPC00, Blocks,probblocks-47-0
IPC00, Blocks,probblocks-38-1
IPC00, Blocks,probblocks-50-1
IPC00, Blocks,probblocks-25-1
IPC00, Blocks,probblocks-45-0
IPC00, Blocks,probblocks-43-0
IPC00, Blocks,probblocks-34-1
IPC00, Blocks,probblocks-39-1
IPC00, Blocks,probblocks-30-1
IPC00, Blocks,probblocks-28-0
IPC00, Blocks,probblocks-29-1
IPC00, Blocks,probblocks-48-1
IPC00, Blocks,probblocks-22-0
IPC00, Blocks,probblocks-47-1
IPC00, Blocks,probblocks-21-0
IPC00, Blocks,probblocks-30-0
IPC00, Blocks,probblocks-17-0
IPC00, Blocks,probblocks-18-1
IPC00, Blocks,probblocks-35-0
IPC00, Blocks,probblocks-49-1
IPC00, Blocks,probblocks-33-0
IPC00, Blocks,probblocks-24-0
IPC00, Blocks,probblocks-42-0
IPC00, Blocks,probblocks-37-1
IPC00, Blocks,probblocks-48-0
IPC00, Blocks,probblocks-40-0
IPC00, Blocks,probblocks-50-0
IPC00, Blocks,probblocks-28-1
IPC00, Blocks,probblocks-22-1
IPC00, Blocks,probblocks-45-1
IPC00, Blocks,probblocks-38-0
IPC00, Blocks,probblocks-17-1
IPC00, Blocks,probblocks-42-1
IPC00, Blocks,probblocks-41-0
IPC00, Blocks,probblocks-43-1
IPC00, Blocks,probblocks-46-1
IPC00, Blocks,probblocks-23-0
IPC00, Blocks,probblocks-46-0
IPC00, Blocks,probblocks-49-0
IPC00, Blocks,probblocks-32-0
IPC00, Blocks,probBLOCKS-10-2
IPC00, Blocks,probBLOCKS-11-1
IPC00, Blocks,probBLOCKS-8-0
IPC00, Blocks,probBLOCKS-12-1
IPC00, Blocks,probBLOCKS-4-0
IPC00, Blocks,probBLOCKS-7-1
IPC00, Blocks,probBLOCKS-14-0
IPC00, Blocks,probBLOCKS-15-1
IPC00, Blocks,probBLOCKS-14-1
IPC00, Blocks,probBLOCKS-12-0
IPC00, Blocks,probBLOCKS-17-0
IPC00, Blocks,probBLOCKS-5-1
IPC00, Blocks,probBLOCKS-11-2
IPC00, Blocks,probBLOCKS-8-1
IPC00, Blocks,probBLOCKS-5-2
IPC00, Blocks,probBLOCKS-4-2
IPC00, Blocks,probBLOCKS-13-0
IPC00, Blocks,probBLOCKS-4-1
IPC00, Blocks,probBLOCKS-7-0
IPC00, Blocks,probBLOCKS-16-2
IPC00, Blocks,probBLOCKS-8-2
IPC00, Blocks,probBLOCKS-6-2
IPC00, Blocks,probBLOCKS-9-2
IPC00, Blocks,probBLOCKS-10-0
IPC00, Blocks,probBLOCKS-6-0
IPC00, Blocks,probBLOCKS-7-2
IPC00, Blocks,probBLOCKS-15-0
IPC00, Blocks,probBLOCKS-11-0
IPC00, Blocks,probBLOCKS-9-1
IPC00, Blocks,probBLOCKS-6-1
IPC00, Blocks,probBLOCKS-10-1
IPC00, Blocks,probBLOCKS-9-0
IPC00, Blocks,probBLOCKS-13-1
IPC00, Blocks,probBLOCKS-5-0
IPC00, Blocks,probBLOCKS-16-1
IPC00, Blocks,probblocks-44-0
IPC00, Blocks,probblocks-24-1
IPC00, Blocks,probblocks-40-1
IPC00, Blocks,probblocks-36-0
IPC00, Blocks,probblocks-31-0
IPC00, Blocks,probblocks-36-1
IPC00, Blocks,probblocks-27-1
IPC00, Blocks,probblocks-18-0
IPC00, Blocks,probblocks-37-0
IPC00, Blocks,probblocks-19-1
IPC00, Blocks,probblocks-35-1
IPC00, Blocks,probblocks-29-0
IPC00, Blocks,probblocks-41-1
IPC00, Blocks,probblocks-25-0
IPC00, Blocks,probblocks-39-0
IPC00, Blocks,probblocks-26-0
IPC00, Blocks,probblocks-23-1
IPC00, Blocks,probblocks-44-1
IPC00, Blocks,probblocks-27-0
IPC00, Blocks,probblocks-32-1
IPC00, Blocks,probblocks-20-1
IPC00, Blocks,probblocks-19-0
IPC00, Blocks,probblocks-31-1
IPC00, Blocks,probblocks-34-0
IPC00, Blocks,probblocks-20-0
IPC00, Blocks,probblocks-33-1
IPC00, Blocks,probblocks-26-1
IPC00, Blocks,probblocks-21-1
IPC00, Blocks,probblocks-47-0
IPC00, Blocks,probblocks-38-1
IPC00, Blocks,probblocks-50-1
IPC00, Blocks,probblocks-25-1
IPC00, Blocks,probblocks-45-0
IPC00, Blocks,probblocks-43-0
IPC00, Blocks,probblocks-34-1
IPC00, Blocks,probblocks-39-1
IPC00, Blocks,probblocks-30-1
IPC00, Blocks,probblocks-28-0
IPC00, Blocks,probblocks-29-1
IPC00, Blocks,probblocks-48-1
IPC00, Blocks,probblocks-22-0
IPC00, Blocks,probblocks-47-1
IPC00, Blocks,probblocks-21-0
IPC00, Blocks,probblocks-30-0
IPC00, Blocks,probblocks-18-1
IPC00, Blocks,probblocks-35-0
IPC00, Blocks,probblocks-49-1
IPC00, Blocks,probblocks-33-0
IPC00, Blocks,probblocks-24-0
IPC00, Blocks,probblocks-42-0
IPC00, Blocks,probblocks-37-1
IPC00, Blocks,probblocks-48-0
IPC00, Blocks,probblocks-40-0
IPC00, Blocks,probblocks-50-0
IPC00, Blocks,probblocks-28-1
IPC00, Blocks,probblocks-22-1
IPC00, Blocks,probblocks-45-1
IPC00, Blocks,probblocks-38-0
IPC00, Blocks,probblocks-17-1
IPC00, Blocks,probblocks-42-1
IPC00, Blocks,probblocks-41-0
IPC00, Blocks,probblocks-43-1
IPC00, Blocks,probblocks-46-1
IPC00, Blocks,probblocks-23-0
IPC00, Blocks,probblocks-46-0
IPC00, Blocks,probblocks-49-0
IPC00, Blocks,probblocks-32-0
IPC00, Blocks,probBLOCKS-10-2
IPC00, Blocks,probBLOCKS-11-1
IPC00, Blocks,probBLOCKS-8-0
IPC00, Blocks,probBLOCKS-12-1
IPC00, Blocks,probBLOCKS-4-0
IPC00, Blocks,probBLOCKS-7-1
IPC00, Blocks,probBLOCKS-14-0
IPC00, Blocks,probBLOCKS-15-1
IPC00, Blocks,probBLOCKS-14-1
IPC00, Blocks,probBLOCKS-12-0
IPC00, Blocks,probBLOCKS-17-0
IPC00, Blocks,probBLOCKS-5-1
IPC00, Blocks,probBLOCKS-11-2
IPC00, Blocks,probBLOCKS-8-1
IPC00, Blocks,probBLOCKS-5-2
IPC00, Blocks,probBLOCKS-4-2
IPC00, Blocks,probBLOCKS-13-0
IPC00, Blocks,probBLOCKS-20-0
IPC00, Blocks,probBLOCKS-55-1
IPC00, Blocks,probBLOCKS-4-1
IPC00, Blocks,probBLOCKS-7-0
IPC00, Blocks,probBLOCKS-16-2
IPC00, Blocks,probBLOCKS-25-1
IPC00, Blocks,probBLOCKS-8-2
IPC00, Blocks,probBLOCKS-25-0
IPC00, Blocks,probBLOCKS-30-1
IPC00, Blocks,probBLOCKS-20-1
IPC00, Blocks,probBLOCKS-6-2
IPC00, Blocks,probBLOCKS-9-2
IPC00, Blocks,probBLOCKS-10-0
IPC00, Blocks,probBLOCKS-6-0
IPC00, Blocks,probBLOCKS-7-2
IPC00, Blocks,probBLOCKS-15-0
IPC00, Blocks,probBLOCKS-11-0
IPC00, Blocks,probBLOCKS-35-0
IPC00, Blocks,probBLOCKS-30-0
IPC00, Blocks,probBLOCKS-9-1
IPC00, Blocks,probBLOCKS-6-1
IPC00, Blocks,probBLOCKS-10-1
IPC00, Blocks,probBLOCKS-9-0
IPC00, Blocks,probBLOCKS-13-1
IPC00, Blocks,probBLOCKS-5-0
IPC00, Blocks,probBLOCKS-35-1
IPC00, Blocks,probBLOCKS-19-1
IPC00, Blocks,probBLOCKS-60-0
IPC00, Blocks,probBLOCKS-55-0
IPC00, Blocks,probBLOCKS-16-1
IPC00, Blocks,probblocks-90-1
IPC00, Blocks,probblocks-425-1
IPC00, Blocks,probblocks-400-1
IPC00, Blocks,probblocks-300-1
IPC00, Blocks,probblocks-200-0
IPC00, Blocks,probblocks-500-1
IPC00, Blocks,probblocks-350-0
IPC00, Blocks,probblocks-95-0
IPC00, Blocks,probblocks-475-1
IPC00, Blocks,probblocks-425-0
IPC00, Blocks,probblocks-350-1
IPC00, Blocks,probblocks-475-0
IPC00, Blocks,probblocks-70-0
IPC00, Blocks,probblocks-400-0
IPC00, Blocks,probblocks-450-0
IPC00, Blocks,probblocks-100-1
IPC00, Blocks,probblocks-300-0
IPC00, Blocks,probblocks-90-0
IPC00, Blocks,probblocks-100-0
IPC00, Blocks,probblocks-250-1
IPC00, Blocks,probblocks-70-1
IPC00, Blocks,probblocks-80-0
IPC00, Blocks,probblocks-450-1
IPC00, Blocks,probblocks-250-0
IPC00, Blocks,probblocks-65-0
IPC00, Blocks,probblocks-500-0
IPC00, Blocks,probblocks-200-1
IPC00, Blocks,probblocks-80-1
IPC00, Blocks,probblocks-65-1
IPC00, Blocks,probblocks-95-1
IPC00, Blocks,probBLOCKS-10-2
IPC00, Blocks,probBLOCKS-40-0
IPC00, Blocks,probBLOCKS-28-1
IPC00, Blocks,probBLOCKS-11-1
IPC00, Blocks,probBLOCKS-18-0
IPC00, Blocks,probBLOCKS-50-0
IPC00, Blocks,probBLOCKS-8-0
IPC00, Blocks,probBLOCKS-12-1
IPC00, Blocks,probBLOCKS-45-0
IPC00, Blocks,probBLOCKS-4-0
IPC00, Blocks,probBLOCKS-7-1
IPC00, Blocks,probBLOCKS-28-0
IPC00, Blocks,probBLOCKS-50-1
IPC00, Blocks,probBLOCKS-14-0
IPC00, Blocks,probBLOCKS-15-1
IPC00, Blocks,probBLOCKS-14-1
IPC00, Blocks,probBLOCKS-17-1
IPC00, Blocks,probBLOCKS-12-0
IPC00, Blocks,probBLOCKS-17-0
IPC00, Blocks,probBLOCKS-60-1
IPC00, Blocks,probBLOCKS-5-1
IPC00, Blocks,probBLOCKS-40-1
IPC00, Blocks,probBLOCKS-11-2
IPC00, Blocks,probBLOCKS-19-0
IPC00, Blocks,probBLOCKS-18-1
IPC00, Blocks,probBLOCKS-8-1
IPC00, Blocks,probBLOCKS-45-1
IPC00, Blocks,probBLOCKS-5-2
IPC00, Logistics,probLOGISTICS-11-0
IPC00, Logistics,probLOGISTICS-15-1
IPC00, Logistics,probLOGISTICS-13-0
IPC00, Logistics,probLOGISTICS-8-1
IPC00, Logistics,probLOGISTICS-5-1
IPC00, Logistics,probLOGISTICS-7-1
IPC00, Logistics,probLOGISTICS-14-1
IPC00, Logistics,probLOGISTICS-10-1
IPC00, Logistics,probLOGISTICS-6-1
IPC00, Logistics,aips-98-prob02
IPC00, Logistics,probLOGISTICS-6-3
IPC00, Logistics,aips-98-prob04
IPC00, Logistics,aips-98-prob01
IPC00, Logistics,probLOGISTICS-8-0
IPC00, Logistics,probLOGISTICS-4-1
IPC00, Logistics,probLOGISTICS-6-2
IPC00, Logistics,probLOGISTICS-5-2
IPC00, Logistics,probLOGISTICS-7-0
IPC00, Logistics,probLOGISTICS-9-0
IPC00, Logistics,problogistics-24-0
IPC00, Logistics,problogistics-35-0
IPC00, Logistics,problogistics-27-0
IPC00, Logistics,problogistics-41-1
IPC00, Logistics,problogistics-31-0
IPC00, Logistics,problogistics-26-0
IPC00, Logistics,problogistics-17-0
IPC00, Logistics,problogistics-22-0
IPC00, Logistics,problogistics-29-0
IPC00, Logistics,problogistics-16-1
IPC00, Logistics,problogistics-35-1
IPC00, Logistics,problogistics-19-0
IPC00, Logistics,problogistics-18-0
IPC00, Logistics,problogistics-25-1
IPC00, Logistics,problogistics-36-1
IPC00, Logistics,problogistics-19-1
IPC00, Logistics,problogistics-20-0
IPC00, Logistics,problogistics-23-0
IPC00, Logistics,problogistics-39-0
IPC00, Logistics,problogistics-23-1
IPC00, Logistics,problogistics-33-0
IPC00, Logistics,problogistics-26-1
IPC00, Logistics,problogistics-18-1
IPC00, Logistics,problogistics-38-1
IPC00, Logistics,problogistics-30-0
IPC00, Logistics,problogistics-41-0
IPC00, Logistics,problogistics-21-0
IPC00, Logistics,problogistics-30-1
IPC00, Logistics,problogistics-31-1
IPC00, Logistics,problogistics-29-1
IPC00, Logistics,problogistics-32-1
IPC00, Logistics,problogistics-34-1
IPC00, Logistics,problogistics-37-1
IPC00, Logistics,problogistics-33-1
IPC00, Logistics,problogistics-27-1
IPC00, Logistics,problogistics-22-1
IPC00, Logistics,problogistics-37-0
IPC00, Logistics,problogistics-32-0
IPC00, Logistics,problogistics-20-1
IPC00, Logistics,problogistics-39-1
IPC00, Logistics,problogistics-36-0
IPC00, Logistics,problogistics-16-0
IPC00, Logistics,problogistics-28-1
IPC00, Logistics,problogistics-34-0
IPC00, Logistics,problogistics-38-0
IPC00, Logistics,problogistics-17-1
IPC00, Logistics,problogistics-28-0
IPC00, Logistics,problogistics-24-1
IPC00, Logistics,problogistics-25-0
IPC00, Logistics,problogistics-40-0
IPC00, Logistics,problogistics-40-1
IPC00, Logistics,problogistics-21-1
IPC00, Logistics,probLOGISTICS-9-1
IPC00, Logistics,probLOGISTICS-12-1
IPC00, Logistics,probLOGISTICS-6-0
IPC00, Logistics,probLOGISTICS-11-1
IPC00, Logistics,probLOGISTICS-13-1
IPC00, Logistics,probLOGISTICS-10-0
IPC00, Logistics,probLOGISTICS-4-2
IPC00, Logistics,probLOGISTICS-5-0
IPC00, Logistics,probLOGISTICS-14-0
IPC00, Logistics,probLOGISTICS-12-0
IPC00, Logistics,probLOGISTICS-4-0
IPC00, Logistics,probLOGISTICS-15-0
IPC00, Logistics,aips-98-prob03
IPC00, Logistics,probLOGISTICS-11-0
IPC00, Logistics,probLOGISTICS-15-1
IPC00, Logistics,probLOGISTICS-13-0
IPC00, Logistics,probLOGISTICS-8-1
IPC00, Logistics,probLOGISTICS-5-1
IPC00, Logistics,probLOGISTICS-7-1
IPC00, Logistics,probLOGISTICS-14-1
IPC00, Logistics,probLOGISTICS-10-1
IPC00, Logistics,probLOGISTICS-6-1
IPC00, Logistics,probLOGISTICS-8-0
IPC00, Logistics,adl-98-prob01
IPC00, Logistics,probLOGISTICS-4-1
IPC00, Logistics,probLOGISTICS-6-2
IPC00, Logistics,probLOGISTICS-5-2
IPC00, Logistics,probLOGISTICS-7-0
IPC00, Logistics,probLOGISTICS-9-0
IPC00, Logistics,adl-98-prob02
IPC00, Logistics,problogistics-24-0
IPC00, Logistics,problogistics-35-0
IPC00, Logistics,problogistics-27-0
IPC00, Logistics,problogistics-41-1
IPC00, Logistics,problogistics-31-0
IPC00, Logistics,problogistics-26-0
IPC00, Logistics,problogistics-17-0
IPC00, Logistics,problogistics-22-0
IPC00, Logistics,problogistics-29-0
IPC00, Logistics,problogistics-16-1
IPC00, Logistics,problogistics-35-1
IPC00, Logistics,problogistics-19-0
IPC00, Logistics,problogistics-18-0
IPC00, Logistics,problogistics-25-1
IPC00, Logistics,problogistics-36-1
IPC00, Logistics,problogistics-19-1
IPC00, Logistics,problogistics-20-0
IPC00, Logistics,problogistics-23-0
IPC00, Logistics,problogistics-39-0
IPC00, Logistics,problogistics-23-1
IPC00, Logistics,problogistics-33-0
IPC00, Logistics,problogistics-26-1
IPC00, Logistics,problogistics-18-1
IPC00, Logistics,problogistics-38-1
IPC00, Logistics,problogistics-30-0
IPC00, Logistics,problogistics-41-0
IPC00, Logistics,problogistics-21-0
IPC00, Logistics,problogistics-30-1
IPC00, Logistics,problogistics-31-1
IPC00, Logistics,problogistics-29-1
IPC00, Logistics,problogistics-32-1
IPC00, Logistics,problogistics-34-1
IPC00, Logistics,problogistics-37-1
IPC00, Logistics,problogistics-33-1
IPC00, Logistics,problogistics-27-1
IPC00, Logistics,problogistics-22-1
IPC00, Logistics,problogistics-37-0
IPC00, Logistics,problogistics-32-0
IPC00, Logistics,problogistics-20-1
IPC00, Logistics,problogistics-39-1
IPC00, Logistics,problogistics-36-0
IPC00, Logistics,problogistics-16-0
IPC00, Logistics,problogistics-28-1
IPC00, Logistics,problogistics-34-0
IPC00, Logistics,problogistics-38-0
IPC00, Logistics,problogistics-17-1
IPC00, Logistics,problogistics-28-0
IPC00, Logistics,problogistics-24-1
IPC00, Logistics,problogistics-25-0
IPC00, Logistics,problogistics-40-0
IPC00, Logistics,problogistics-40-1
IPC00, Logistics,problogistics-21-1
IPC00, Logistics,probLOGISTICS-6-9
IPC00, Logistics,adl-98-prob03
IPC00, Logistics,probLOGISTICS-9-1
IPC00, Logistics,probLOGISTICS-12-1
IPC00, Logistics,probLOGISTICS-6-0
IPC00, Logistics,probLOGISTICS-11-1
IPC00, Logistics,probLOGISTICS-13-1
IPC00, Logistics,probLOGISTICS-10-0
IPC00, Logistics,probLOGISTICS-4-2
IPC00, Logistics,adl-98-prob04
IPC00, Logistics,probLOGISTICS-5-0
IPC00, Logistics,probLOGISTICS-14-0
IPC00, Logistics,probLOGISTICS-12-0
IPC00, Logistics,probLOGISTICS-4-0
IPC00, Logistics,probLOGISTICS-15-0
IPC00, Logistics,probLOGISTICS-11-0
IPC00, Logistics,probLOGISTICS-15-1
IPC00, Logistics,probLOGISTICS-13-0
IPC00, Logistics,probLOGISTICS-18-0
IPC00, Logistics,probLOGISTICS-20-0
IPC00, Logistics,probLOGISTICS-18-1
IPC00, Logistics,probLOGISTICS-8-1
IPC00, Logistics,probLOGISTICS-5-1
IPC00, Logistics,probLOGISTICS-7-1
IPC00, Logistics,probLOGISTICS-14-1
IPC00, Logistics,probLOGISTICS-30-0
IPC00, Logistics,probLOGISTICS-10-1
IPC00, Logistics,probLOGISTICS-6-1
IPC00, Logistics,probLOGISTICS-8-0
IPC00, Logistics,adl-98-prob01
IPC00, Logistics,probLOGISTICS-4-1
IPC00, Logistics,probLOGISTICS-6-2
IPC00, Logistics,probLOGISTICS-5-2
IPC00, Logistics,probLOGISTICS-7-0
IPC00, Logistics,probLOGISTICS-9-0
IPC00, Logistics,adl-98-prob02
IPC00, Logistics,problogistics-63-1
IPC00, Logistics,problogistics-52-1
IPC00, Logistics,problogistics-83-1
IPC00, Logistics,problogistics-92-0
IPC00, Logistics,problogistics-96-0
IPC00, Logistics,problogistics-24-0
IPC00, Logistics,problogistics-35-0
IPC00, Logistics,problogistics-87-1
IPC00, Logistics,problogistics-27-0
IPC00, Logistics,problogistics-48-1
IPC00, Logistics,problogistics-70-0
IPC00, Logistics,problogistics-57-1
IPC00, Logistics,problogistics-61-0
IPC00, Logistics,problogistics-41-1
IPC00, Logistics,problogistics-78-1
IPC00, Logistics,problogistics-31-0
IPC00, Logistics,problogistics-95-0
IPC00, Logistics,problogistics-50-0
IPC00, Logistics,problogistics-51-1
IPC00, Logistics,problogistics-26-0
IPC00, Logistics,problogistics-71-0
IPC00, Logistics,problogistics-87-0
IPC00, Logistics,problogistics-51-0
IPC00, Logistics,problogistics-85-1
IPC00, Logistics,problogistics-17-0
IPC00, Logistics,problogistics-72-0
IPC00, Logistics,problogistics-22-0
IPC00, Logistics,problogistics-29-0
IPC00, Logistics,problogistics-93-1
IPC00, Logistics,problogistics-45-1
IPC00, Logistics,problogistics-92-1
IPC00, Logistics,problogistics-52-0
IPC00, Logistics,problogistics-86-0
IPC00, Logistics,problogistics-53-1
IPC00, Logistics,problogistics-46-1
IPC00, Logistics,problogistics-62-1
IPC00, Logistics,problogistics-83-0
IPC00, Logistics,problogistics-93-0
IPC00, Logistics,problogistics-99-1
IPC00, Logistics,problogistics-16-1
IPC00, Logistics,problogistics-35-1
IPC00, Logistics,problogistics-42-1
IPC00, Logistics,problogistics-82-0
IPC00, Logistics,problogistics-19-0
IPC00, Logistics,problogistics-18-0
IPC00, Logistics,problogistics-97-0
IPC00, Logistics,problogistics-47-1
IPC00, Logistics,problogistics-100-0
IPC00, Logistics,problogistics-70-1
IPC00, Logistics,problogistics-25-1
IPC00, Logistics,problogistics-63-0
IPC00, Logistics,problogistics-66-0
IPC00, Logistics,problogistics-85-0
IPC00, Logistics,problogistics-91-1
IPC00, Logistics,problogistics-46-0
IPC00, Logistics,problogistics-78-0
IPC00, Logistics,problogistics-36-1
IPC00, Logistics,problogistics-76-1
IPC00, Logistics,problogistics-74-0
IPC00, Logistics,problogistics-19-1
IPC00, Logistics,problogistics-74-1
IPC00, Logistics,problogistics-99-0
IPC00, Logistics,problogistics-72-1
IPC00, Logistics,problogistics-20-0
IPC00, Logistics,problogistics-23-0
IPC00, Logistics,problogistics-90-1
IPC00, Logistics,problogistics-39-0
IPC00, Logistics,problogistics-54-0
IPC00, Logistics,problogistics-23-1
IPC00, Logistics,problogistics-33-0
IPC00, Logistics,problogistics-26-1
IPC00, Logistics,problogistics-18-1
IPC00, Logistics,problogistics-59-1
IPC00, Logistics,problogistics-80-1
IPC00, Logistics,problogistics-38-1
IPC00, Logistics,problogistics-79-0
IPC00, Logistics,problogistics-30-0
IPC00, Logistics,problogistics-43-0
IPC00, Logistics,problogistics-69-1
IPC00, Logistics,problogistics-55-0
IPC00, Logistics,problogistics-43-1
IPC00, Logistics,problogistics-58-0
IPC00, Logistics,problogistics-89-0
IPC00, Logistics,problogistics-55-1
IPC00, Logistics,problogistics-80-0
IPC00, Logistics,problogistics-41-0
IPC00, Logistics,problogistics-91-0
IPC00, Logistics,problogistics-21-0
IPC00, Logistics,problogistics-30-1
IPC00, Logistics,problogistics-94-0
IPC00, Logistics,problogistics-73-1
IPC00, Logistics,problogistics-31-1
IPC00, Logistics,problogistics-49-0
IPC00, Logistics,problogistics-29-1
IPC00, Logistics,problogistics-56-1
IPC00, Logistics,problogistics-57-0
IPC00, Logistics,problogistics-32-1
IPC00, Logistics,problogistics-34-1
IPC00, Logistics,problogistics-37-1
IPC00, Logistics,problogistics-33-1
IPC00, Logistics,problogistics-82-1
IPC00, Logistics,problogistics-49-1
IPC00, Logistics,problogistics-27-1
IPC00, Logistics,problogistics-22-1
IPC00, Logistics,problogistics-37-0
IPC00, Logistics,problogistics-61-1
IPC00, Logistics,problogistics-96-1
IPC00, Logistics,problogistics-79-1
IPC00, Logistics,problogistics-76-0
IPC00, Logistics,problogistics-67-1
IPC00, Logistics,problogistics-95-1
IPC00, Logistics,problogistics-32-0
IPC00, Logistics,problogistics-20-1
IPC00, Logistics,problogistics-77-0
IPC00, Logistics,problogistics-54-1
IPC00, Logistics,problogistics-94-1
IPC00, Logistics,problogistics-42-0
IPC00, Logistics,problogistics-100-1
IPC00, Logistics,problogistics-56-0
IPC00, Logistics,problogistics-66-1
IPC00, Logistics,problogistics-39-1
IPC00, Logistics,problogistics-45-0
IPC00, Logistics,problogistics-36-0
IPC00, Logistics,problogistics-68-1
IPC00, Logistics,problogistics-59-0
IPC00, Logistics,problogistics-88-0
IPC00, Logistics,problogistics-65-1
IPC00, Logistics,problogistics-81-0
